N,K,alpha,eta,elbo,coherence,perplexity,topics,weights
25,10,0.9099999999999999,5.0,35495.6796875,0.4064038252089509,,"[['model', 'cache', 'language', 'static', 'news', 'unbounded', 'network', 'word', 'distribution', 'domain'], ['state', 'algorithm', 'entropy', 'space', 'data', 'sn', 'sample', 'transition', 'sequence', 'mse'], ['data', 'missing', 'variable', 'case', 'set', 'ry', 'problem', 'xi', 'rx', 'value'], ['function', 'model', 'relaxation', 'linear', 'xi', 'bisubmodular', 'network', 'measurement', 'neural', 'submodular'], ['weight', 'function', 'network', 'value', 'parameter', 'learning', 'state', 'current', 'linear', 'constraint'], ['function', 'input', 'rate', 'model', 'process', 'ft', 'algorithm', 'neuron', 'region', 'xt'], ['set', 'algorithm', 'independent', 'variance', 'function', 'prediction', 'artifact', 'mixture', 'training', 'estimate'], ['basis', 'algorithm', 'vector', 'model', 'fm', 'pns', 'learning', 'ht', 'gradient', 'multioutput'], ['feature', 'tree', 'harmony', 'one', 'score', 'method', 'network', 'eq', 'selection', 'mi'], ['model', 'neuron', 'gradient', 'distribution', 'entropy', 'impulse', 'circuit', 'function', 'neural', 'natural']]","[[0.040912014, 0.02207022, 0.017359773, 0.013238133, 0.010882909, 0.010588506, 0.0094108945, 0.009116492, 0.008822089, 0.008527686], [0.01327942, 0.00803992, 0.0074013444, 0.0067624846, 0.006760879, 0.0066347113, 0.0066344086, 0.0065069282, 0.0065069282, 0.0065069236], [0.021027092, 0.020606907, 0.01660029, 0.009727934, 0.009431232, 0.009079209, 0.009050367, 0.008831094, 0.008192457, 0.00749121], [0.027193427, 0.021989293, 0.015602402, 0.012290682, 0.011817577, 0.011581026, 0.008978959, 0.008742408, 0.008269304, 0.008032753], [0.011963993, 0.0112248575, 0.010485721, 0.009746586, 0.00959876, 0.008711796, 0.0075291805, 0.0073813526, 0.0067900447, 0.0067900447], [0.010131811, 0.008130138, 0.007863248, 0.0071960227, 0.006929133, 0.006662243, 0.0065287985, 0.006261909, 0.0061284644, 0.0055946843], [0.010097325, 0.010094534, 0.01001993, 0.009805603, 0.009594317, 0.007588424, 0.0074602547, 0.0068704975, 0.0068441764, 0.00673055], [0.0153962765, 0.013386763, 0.013051844, 0.010037572, 0.010037572, 0.009032815, 0.008697896, 0.008697896, 0.008028058, 0.008028058], [0.030606331, 0.011834273, 0.010940366, 0.010716889, 0.009599505, 0.009152551, 0.009152551, 0.0078116893, 0.0078116893, 0.007141259], [0.0226264, 0.01258606, 0.009847786, 0.008752476, 0.007657167, 0.0076571666, 0.006926961, 0.006744409, 0.006744409, 0.0065618576]]"
25,10,0.9099999999999999,10.0,35704.765625,0.4821423434898232,,"[['model', 'cache', 'language', 'learning', 'static', 'network', 'chip', 'neural', 'news', 'unbounded'], ['state', 'model', 'gradient', 'transition', 'hidden', 'artifact', 'signal', 'independent', 'sequence', 'matrix'], ['feature', 'score', 'method', 'one', 'eq', 'selection', 'mi', 'ji', 'information', 'binary'], ['estimator', 'variance', 'entropy', 'mse', 'normalized', 'data', 'estimate', 'corr', 'stream', 'sample'], ['network', 'neuron', 'parameter', 'function', 'neural', 'impulse', 'circuit', 'training', 'model', 'rf'], ['algorithm', 'space', 'sn', 'function', 'probability', 'theorem', 'bound', 'set', 'ksu', 'nn'], ['model', 'distribution', 'gaussian', 'process', 'entropy', 'region', 'parameter', 'dg', 'dimension', 'data'], ['function', 'linear', 'xi', 'relaxation', 'basis', 'algorithm', 'bisubmodular', 'problem', 'vector', 'value'], ['data', 'missing', 'variable', 'set', 'case', 'algorithm', 'ft', 'problem', 'rx', 'convex'], ['model', 'network', 'input', 'weight', 'current', 'function', 'harmony', 'rate', 'tree', 'neural']]","[[0.028130211, 0.015467134, 0.011849104, 0.011445578, 0.009437084, 0.009232388, 0.0076273396, 0.00762457, 0.007427067, 0.0072260643], [0.021140888, 0.011175566, 0.010768819, 0.010362071, 0.008938453, 0.0077182082, 0.007514835, 0.006904713, 0.006701339, 0.006497965], [0.044502478, 0.013961069, 0.013311252, 0.012986344, 0.0113618, 0.0113618, 0.010387076, 0.009087441, 0.00908744, 0.008437623], [0.017487591, 0.016768511, 0.013892197, 0.012214345, 0.011974651, 0.011495265, 0.00957772, 0.009098335, 0.008618949, 0.0076601766], [0.01758206, 0.014657523, 0.011926285, 0.011719233, 0.010672197, 0.008784107, 0.0077428534, 0.0066920803, 0.0066903043, 0.00669027], [0.014886829, 0.011210989, 0.010824058, 0.009856732, 0.009663265, 0.009082871, 0.0083090095, 0.008309009, 0.0079220785, 0.0077286116], [0.022243269, 0.01562743, 0.011016394, 0.009412556, 0.008410156, 0.007608236, 0.0068063163, 0.0066058366, 0.0062048757, 0.005803916], [0.022705546, 0.00940864, 0.00940864, 0.009131622, 0.008023546, 0.007192489, 0.006776961, 0.0062229233, 0.005807395, 0.0058073946], [0.014939325, 0.014472158, 0.011980603, 0.009644772, 0.008243272, 0.00808755, 0.007776106, 0.0074646617, 0.0074646617, 0.0068417727], [0.018705623, 0.012619242, 0.011706283, 0.008358774, 0.007902295, 0.007445816, 0.007445816, 0.007293657, 0.0072936565, 0.006685018]]"
25,10,5.0,0.01,-79465.96875,0.3047950927697196,,"[['variable', 'process', 'first', 'eq', 'work', 'current', 'consider', 'gaussian', 'used', 'property'], ['two', 'neuron', 'time', 'learning', 'size', 'approximation', 'output', 'paper', 'optimization', 'sequence'], ['one', 'linear', 'probability', 'use', 'entropy', 'estimate', 'missing', 'binary', 'also', 'mean'], ['function', 'data', 'algorithm', 'using', 'result', 'number', 'prediction', 'rate', 'random', 'convex'], ['state', 'show', 'variance', 'term', 'equation', 'rule', 'selection', 'class', 'infinite', 'theory'], ['set', 'distribution', 'parameter', 'vector', 'xi', 'weight', 'matrix', 'training', 'space', 'order'], ['figure', 'ie', 'theorem', 'sample', 'given', 'constraint', 'activation', 'defined', 'large', 'basis'], ['network', 'value', 'error', 'information', 'following', 'however', 'based', 'cache', 'learning', 'relaxation'], ['problem', 'neural', 'feature', 'gradient', 'system', 'case', 'see', 'shown', 'point', 'log'], ['model', 'approach', 'method', 'section', 'example', 'independent', 'optimal', 'hidden', 'bound', 'form']]","[[0.043878306, 0.025487272, 0.025086652, 0.022937786, 0.021983825, 0.019700209, 0.016695393, 0.016621409, 0.016283112, 0.014363155], [0.030393984, 0.024101345, 0.023445917, 0.022471573, 0.021050006, 0.018942108, 0.0179584, 0.015531177, 0.01399385, 0.01398043], [0.03864613, 0.030857272, 0.028678289, 0.024034528, 0.023738286, 0.022880452, 0.022686563, 0.017352602, 0.015843868, 0.013273134], [0.0693915, 0.045799393, 0.04428734, 0.034771513, 0.02521932, 0.022723364, 0.01807332, 0.017737465, 0.013696272, 0.013229875], [0.054935005, 0.03956579, 0.028291376, 0.025953485, 0.024146032, 0.019092912, 0.016747134, 0.015450783, 0.015275815, 0.014937986], [0.048851013, 0.03431984, 0.027262682, 0.0245436, 0.02263337, 0.02060935, 0.018402213, 0.018092332, 0.017549507, 0.016847992], [0.03369648, 0.02298933, 0.021274557, 0.02111771, 0.019305134, 0.018779052, 0.017938795, 0.01617594, 0.015504998, 0.014438638], [0.050578307, 0.036156848, 0.02456089, 0.023933189, 0.023129204, 0.01725979, 0.016774153, 0.016471323, 0.014687978, 0.014292907], [0.037966862, 0.037371404, 0.03230589, 0.023951896, 0.023295162, 0.0201489, 0.01862835, 0.017815674, 0.016795605, 0.015465357], [0.08154038, 0.020846138, 0.019421663, 0.01659162, 0.015876886, 0.015704457, 0.015483981, 0.014545682, 0.013922758, 0.013044939]]"
25,10,5.0,0.31,35208.7421875,0.43612454079998847,,"[['feature', 'algorithm', 'sn', 'space', 'one', 'eq', 'method', 'set', 'score', 'ksu'], ['data', 'missing', 'variable', 'case', 'set', 'ry', 'problem', 'xi', 'rx', 'value'], ['model', 'entropy', 'distribution', 'linear', 'neural', 'network', 'measurement', 'data', 'dimension', 'dg'], ['neuron', 'circuit', 'artifact', 'impulse', 'independent', 'component', 'signal', 'neural', 'network', 'function'], ['state', 'estimator', 'variance', 'entropy', 'data', 'mse', 'transition', 'normalized', 'model', 'hidden'], ['network', 'parameter', 'weight', 'function', 'harmony', 'tree', 'neural', 'activation', 'learning', 'chip'], ['function', 'value', 'input', 'current', 'rate', 'linear', 'weight', 'gate', 'synapse', 'state'], ['function', 'algorithm', 'relaxation', 'set', 'loss', 'convex', 'xi', 'ft', 'bisubmodular', 'let'], ['model', 'cache', 'vector', 'language', 'learning', 'network', 'algorithm', 'basis', 'static', 'using'], ['gradient', 'process', 'gaussian', 'model', 'region', 'distribution', 'receptor', 'shrinkage', 'heavytailed', 'kx']]","[[0.021732517, 0.009669922, 0.008242624, 0.0082386, 0.0077659176, 0.0076072593, 0.0072902725, 0.0072887368, 0.0068142936, 0.0064968755], [0.020899802, 0.02045984, 0.016496683, 0.009673853, 0.009453407, 0.009014342, 0.009012684, 0.008792724, 0.008133917, 0.0074630785], [0.042332567, 0.011471978, 0.010907483, 0.0102404915, 0.009905456, 0.009892647, 0.009085384, 0.007845853, 0.0075602024, 0.007493691], [0.019222232, 0.013134942, 0.012911359, 0.012911359, 0.010077301, 0.009904029, 0.009822004, 0.0096804835, 0.008649802, 0.008323505], [0.016812654, 0.011575414, 0.011099301, 0.009194849, 0.008877441, 0.00808392, 0.008083919, 0.007925215, 0.007290398, 0.0069729886], [0.018908747, 0.009713249, 0.009681844, 0.008692732, 0.008204474, 0.008036832, 0.007953299, 0.0072448454, 0.006983327, 0.0063227233], [0.013732439, 0.012582773, 0.0114626875, 0.010285724, 0.009141754, 0.008769838, 0.00856977, 0.008379108, 0.008188446, 0.008000618], [0.030521065, 0.012793353, 0.0108236065, 0.0091821505, 0.008525569, 0.008525568, 0.008361422, 0.008197278, 0.008033132, 0.007868987], [0.026367124, 0.011922727, 0.009529224, 0.009377047, 0.008400192, 0.008335024, 0.0077812197, 0.0073088324, 0.007149578, 0.006466012], [0.014856415, 0.011905823, 0.009957941, 0.009730062, 0.008961111, 0.008198793, 0.006910571, 0.0066542537, 0.006397936, 0.0063979356]]"
25,10,5.0,0.61,35664.53515625,0.3930388497447004,,"[['state', 'transition', 'harmony', 'tree', 'variance', 'hidden', 'model', 'matrix', 'network', 'set'], ['feature', 'eq', 'one', 'rate', 'information', 'score', 'method', 'input', 'neuron', 'selection'], ['model', 'algorithm', 'basis', 'process', 'vector', 'gaussian', 'region', 'distribution', 'gradient', 'learning'], ['function', 'relaxation', 'xi', 'bisubmodular', 'set', 'algorithm', 'submodular', 'let', 'prediction', 'ui'], ['model', 'function', 'linear', 'value', 'network', 'neural', 'neuron', 'current', 'weight', 'synapse'], ['network', 'entropy', 'parameter', 'mse', 'normalized', 'data', 'estimator', 'corr', 'using', 'stream'], ['data', 'missing', 'variable', 'ry', 'rx', 'condition', 'vo', 'rf', 'recoverable', 'model'], ['model', 'cache', 'language', 'algorithm', 'ft', 'static', 'xt', 'set', 'function', 'news'], ['gradient', 'artifact', 'chip', 'signal', 'independent', 'learning', 'weight', 'component', 'neural', 'activation'], ['model', 'distribution', 'algorithm', 'space', 'dimension', 'sn', 'sample', 'set', 'case', 'entropy']]","[[0.020918027, 0.009692997, 0.009312483, 0.009312229, 0.008741723, 0.008361214, 0.008170839, 0.007600192, 0.0075999903, 0.007029358], [0.029129446, 0.012326397, 0.009986508, 0.009981429, 0.009136264, 0.00913596, 0.008710567, 0.008693257, 0.008044224, 0.0074343854], [0.009023402, 0.00830073, 0.00830073, 0.00830073, 0.0075780577, 0.0068553854, 0.0063133813, 0.005590709, 0.005590709, 0.005590709], [0.036089856, 0.015664935, 0.01210245, 0.011627452, 0.008777464, 0.008302466, 0.008064967, 0.007827469, 0.007827469, 0.00735247], [0.017105814, 0.011993053, 0.011977824, 0.010337382, 0.009789089, 0.008541237, 0.008413556, 0.008133267, 0.0071710246, 0.0071144523], [0.01698931, 0.014282855, 0.014276731, 0.013518086, 0.012288259, 0.01156175, 0.011058432, 0.0093366755, 0.008850778, 0.008844745], [0.019851813, 0.014886362, 0.012994761, 0.009684458, 0.009211557, 0.007556406, 0.007556406, 0.0075564054, 0.007319955, 0.007083505], [0.026319116, 0.0141963605, 0.011165669, 0.009839742, 0.0094609065, 0.008513816, 0.008324397, 0.008134979, 0.0073773065, 0.0069984705], [0.012374822, 0.008705245, 0.008705245, 0.008475896, 0.0077878507, 0.0070998045, 0.007099804, 0.006870456, 0.0068704556, 0.006411759], [0.012724527, 0.010422098, 0.00825529, 0.0075779925, 0.0074422103, 0.007035998, 0.0067621893, 0.006628834, 0.0056804656, 0.005666177]]"
25,10,5.0,0.9099999999999999,35295.0859375,0.44320584783902756,,"[['model', 'entropy', 'data', 'network', 'distribution', 'using', 'mse', 'normalized', 'linear', 'measurement'], ['gradient', 'ft', 'function', 'algorithm', 'xt', 'convex', 'point', 'regret', 'model', 'rf'], ['feature', 'eq', 'one', 'rate', 'score', 'information', 'input', 'method', 'neuron', 'selection'], ['network', 'neuron', 'harmony', 'tree', 'function', 'activation', 'impulse', 'circuit', 'parse', 'energy'], ['parameter', 'algorithm', 'sn', 'space', 'network', 'ksu', 'compression', 'nn', 'set', 'metric'], ['function', 'distribution', 'log', 'prediction', 'process', 'gaussian', 'probability', 'region', 'algorithm', 'mixture'], ['weight', 'current', 'learning', 'gate', 'synapse', 'chip', 'tunneling', 'floating', 'voltage', 'electron'], ['state', 'transition', 'function', 'linear', 'model', 'value', 'variance', 'set', 'hidden', 'policy'], ['model', 'cache', 'vector', 'language', 'algorithm', 'network', 'learning', 'using', 'basis', 'data'], ['function', 'data', 'variable', 'missing', 'xi', 'relaxation', 'set', 'problem', 'bisubmodular', 'case']]","[[0.02801732, 0.01474122, 0.01134844, 0.009430781, 0.0082506845, 0.007660635, 0.0075131226, 0.0073656105, 0.0072180973, 0.0070705856], [0.015912078, 0.010748162, 0.010317835, 0.00924202, 0.008166203, 0.007735876, 0.0073055495, 0.007090386, 0.006875223, 0.006875223], [0.029166372, 0.012290754, 0.009968481, 0.009957851, 0.009424407, 0.009111897, 0.008714359, 0.008704697, 0.008049113, 0.007450477], [0.020465106, 0.0192051, 0.015425081, 0.01511008, 0.013850073, 0.01322007, 0.01322007, 0.011645062, 0.009755052, 0.0094400495], [0.011945559, 0.011121037, 0.010708776, 0.010502647, 0.009884256, 0.008441344, 0.007410691, 0.007410691, 0.007204561, 0.007204561], [0.012069471, 0.011633686, 0.010732943, 0.010257739, 0.010208015, 0.009177757, 0.007830515, 0.0076635294, 0.0068760216, 0.0063480665], [0.022604126, 0.01454978, 0.014239998, 0.013930215, 0.013000867, 0.012071521, 0.01207152, 0.011761737, 0.011142172, 0.010212825], [0.024850326, 0.010105583, 0.0087339785, 0.0087339785, 0.008391077, 0.008048176, 0.007876726, 0.007533824, 0.007533824, 0.006848022], [0.02208247, 0.009680925, 0.009421808, 0.0076135285, 0.0076095676, 0.0072249207, 0.0069606057, 0.0063176015, 0.0061915684, 0.0061913314], [0.016609957, 0.014212546, 0.013920942, 0.013802202, 0.013335031, 0.009792315, 0.008668973, 0.007670497, 0.0072674765, 0.0070920927]]"
25,10,5.0,5.0,35640.43359375,0.42522150197776415,,"[['state', 'parameter', 'model', 'gradient', 'transition', 'network', 'hidden', 'number', 'sequence', 'set'], ['feature', 'function', 'relaxation', 'xi', 'bisubmodular', 'method', 'one', 'score', 'set', 'binary'], ['data', 'missing', 'variable', 'rate', 'function', 'ft', 'algorithm', 'rx', 'set', 'ry'], ['basis', 'algorithm', 'vector', 'model', 'fm', 'pns', 'learning', 'ht', 'gradient', 'multioutput'], ['model', 'cache', 'neuron', 'language', 'network', 'set', 'learning', 'neural', 'variance', 'static'], ['model', 'distribution', 'gaussian', 'process', 'entropy', 'region', 'parameter', 'dg', 'dimension', 'data'], ['model', 'algorithm', 'space', 'sn', 'error', 'ksu', 'linear', 'neural', 'measurement', 'network'], ['network', 'harmony', 'tree', 'rf', 'function', 'parse', 'energy', 'change', 'weight', 'equation'], ['data', 'entropy', 'mse', 'normalized', 'independent', 'estimator', 'function', 'algorithm', 'corr', 'artifact'], ['value', 'weight', 'constraint', 'function', 'linear', 'learning', 'problem', 'current', 'state', 'xi']]","[[0.02096871, 0.015031484, 0.011070933, 0.010677321, 0.010083667, 0.009364082, 0.008896176, 0.008301626, 0.006521199, 0.006519293], [0.025580075, 0.022591455, 0.012318067, 0.009329445, 0.009142656, 0.0083955005, 0.008208712, 0.008021923, 0.0074615553, 0.0072747665], [0.012819358, 0.009968391, 0.0091764545, 0.008226132, 0.008067744, 0.007909357, 0.0075925826, 0.0075925826, 0.0069590337, 0.006800647], [0.015396277, 0.013386765, 0.013051845, 0.010037573, 0.010037572, 0.009032816, 0.008697897, 0.008697897, 0.008028058, 0.008028058], [0.023204353, 0.011009472, 0.008952504, 0.008658652, 0.0083647985, 0.00748324, 0.006895536, 0.006748609, 0.006748609, 0.0066016833], [0.022243258, 0.015627423, 0.0110163875, 0.009412549, 0.008410151, 0.0076082316, 0.0068063117, 0.006605832, 0.0062048724, 0.005803913], [0.017739065, 0.0106008565, 0.010407931, 0.010022082, 0.009636233, 0.007899912, 0.0077069863, 0.007321136, 0.0071282117, 0.0071282117], [0.018048152, 0.017126424, 0.016776701, 0.011181128, 0.010945811, 0.010831404, 0.010481682, 0.0077561303, 0.007073219, 0.007039099], [0.012053535, 0.010157836, 0.008779146, 0.00860681, 0.008434474, 0.008262137, 0.0075727925, 0.007400455, 0.0065387753, 0.0065387744], [0.012712474, 0.010688444, 0.009531855, 0.008953561, 0.00808612, 0.008086119, 0.007363251, 0.0072186776, 0.0072186776, 0.006784957]]"
25,10,5.0,10.0,35144.28515625,0.47589659205276397,,"[['rate', 'function', 'ft', 'algorithm', 'input', 'xt', 'neuron', 'convex', 'regret', 'loss'], ['model', 'cache', 'network', 'language', 'neural', 'static', 'recurrent', 'linear', 'using', 'data'], ['data', 'state', 'model', 'variable', 'missing', 'entropy', 'transition', 'mse', 'normalized', 'estimator'], ['function', 'distribution', 'log', 'process', 'prediction', 'algorithm', 'independent', 'artifact', 'gaussian', 'region'], ['function', 'xi', 'relaxation', 'bisubmodular', 'variable', 'problem', 'set', 'submodular', 'ui', 'roof'], ['feature', 'algorithm', 'space', 'sn', 'one', 'eq', 'method', 'set', 'score', 'ksu'], ['basis', 'linear', 'function', 'algorithm', 'model', 'vector', 'policy', 'state', 'value', 'method'], ['network', 'parameter', 'harmony', 'tree', 'weight', 'activation', 'function', 'learning', 'chip', 'energy'], ['model', 'gradient', 'distribution', 'set', 'variance', 'entropy', 'estimate', 'correlation', 'sample', 'dg'], ['neuron', 'weight', 'current', 'synapse', 'gate', 'voltage', 'impulse', 'function', 'circuit', 'floating']]","[[0.014355095, 0.014352663, 0.014084328, 0.012111124, 0.012083934, 0.011829234, 0.010631224, 0.010137918, 0.009292261, 0.008446599], [0.043516155, 0.0141218705, 0.012991319, 0.011107069, 0.010353371, 0.0084691215, 0.0077154217, 0.007715421, 0.007526996, 0.007150146], [0.015614566, 0.012492058, 0.008209423, 0.007862631, 0.0072837607, 0.0067048897, 0.0061259824, 0.005894471, 0.005778697, 0.005547149], [0.009465771, 0.009127413, 0.008281391, 0.008281378, 0.007435318, 0.0069276844, 0.0067584813, 0.0064200573, 0.0064200405, 0.0059124213], [0.02765329, 0.020243797, 0.016292257, 0.012092621, 0.009622804, 0.008634823, 0.0086347675, 0.008387737, 0.0076467595, 0.0076467595], [0.021715136, 0.009663234, 0.008236036, 0.008236036, 0.0077603026, 0.007601725, 0.00728457, 0.00728457, 0.006808838, 0.0064916825], [0.01168796, 0.011284581, 0.011082893, 0.008460937, 0.008057558, 0.008057558, 0.008057558, 0.007855869, 0.007855869, 0.0072508026], [0.022185804, 0.012611143, 0.01065269, 0.010435084, 0.010435084, 0.0095646605, 0.008476631, 0.0082590245, 0.0082590245, 0.0076062065], [0.02081629, 0.009758083, 0.009205174, 0.008652262, 0.008652262, 0.0077307452, 0.00644062, 0.0062563173, 0.0060720136, 0.0060720136], [0.019909367, 0.01693527, 0.015675616, 0.014658958, 0.012777413, 0.012546048, 0.011924919, 0.011648497, 0.011356589, 0.011072424]]"
25,10,10.0,0.01,-78623.53125,0.32922656328345157,,"[['feature', 'case', 'weight', 'gradient', 'process', 'eq', 'however', 'large', 'equation', 'loss'], ['algorithm', 'one', 'method', 'matrix', 'size', 'shown', 'xi', 'bound', 'random', 'language'], ['problem', 'variable', 'linear', 'input', 'missing', 'theorem', 'constraint', 'solution', 'component', 'application'], ['learning', 'using', 'two', 'used', 'vector', 'entropy', 'point', 'optimal', 'analysis', 'binary'], ['system', 'training', 'variance', 'gaussian', 'condition', 'estimation', 'general', 'synapse', 'proposed', 'hold'], ['model', 'value', 'number', 'independent', 'first', 'cache', 'well', 'ft', 'therefore', 'word'], ['function', 'neural', 'figure', 'show', 'error', 'estimate', 'mean', 'estimator', 'consider', 'rx'], ['distribution', 'state', 'probability', 'also', 'sample', 'ie', 'rule', 'following', 'output', 'paper'], ['set', 'given', 'approach', 'information', 'prediction', 'order', 'hidden', 'since', 'time', 'convex'], ['data', 'network', 'parameter', 'result', 'neuron', 'use', 'rate', 'space', 'let', 'work']]","[[0.033324365, 0.030906076, 0.025307935, 0.02470662, 0.023134924, 0.020912409, 0.015505052, 0.014934998, 0.014056039, 0.01395383], [0.055847537, 0.03547582, 0.03396805, 0.021443384, 0.02086994, 0.017977946, 0.017802026, 0.016170926, 0.015522914, 0.013499757], [0.038859323, 0.035048522, 0.03136908, 0.027831899, 0.023066528, 0.020114115, 0.01845465, 0.013016634, 0.013014857, 0.011508202], [0.046134867, 0.041954197, 0.029189004, 0.028594691, 0.028587349, 0.02302331, 0.018639173, 0.017886788, 0.016854564, 0.016249554], [0.030923577, 0.028256273, 0.023888659, 0.019591773, 0.016617157, 0.015202071, 0.014174157, 0.0139121525, 0.013644666, 0.011463664], [0.108713515, 0.033833835, 0.019894153, 0.017730962, 0.017342033, 0.015457412, 0.01437104, 0.011791862, 0.011188126, 0.0110026505], [0.08422592, 0.037871584, 0.03266834, 0.028551927, 0.023801487, 0.023161843, 0.017604528, 0.017093055, 0.015060453, 0.0135901105], [0.037852958, 0.035003256, 0.026727911, 0.024062129, 0.020865615, 0.019419901, 0.018162502, 0.017419338, 0.016318578, 0.015367901], [0.0579484, 0.028898027, 0.024228934, 0.023148756, 0.021911427, 0.020442411, 0.017358396, 0.014911729, 0.014244307, 0.014223185], [0.051649682, 0.050464105, 0.028265137, 0.026693344, 0.023335082, 0.021437522, 0.020531006, 0.018712528, 0.0186118, 0.017376488]]"
25,10,10.0,0.31,34894.59765625,0.42264917159131077,,"[['model', 'harmony', 'tree', 'distribution', 'network', 'entropy', 'dimension', 'dg', 'parse', 'energy'], ['model', 'neuron', 'network', 'neural', 'impulse', 'linear', 'measurement', 'circuit', 'function', 'error'], ['feature', 'set', 'one', 'variance', 'estimate', 'method', 'variable', 'score', 'problem', 'xi'], ['state', 'parameter', 'function', 'transition', 'network', 'number', 'model', 'linear', 'hidden', 'policy'], ['data', 'missing', 'variable', 'gate', 'ry', 'synapse', 'weight', 'current', 'tunneling', 'source'], ['algorithm', 'learning', 'ft', 'convex', 'gradient', 'basis', 'function', 'problem', 'xt', 'vector'], ['entropy', 'data', 'mse', 'normalized', 'estimator', 'corr', 'variance', 'stream', 'using', 'shannon'], ['model', 'cache', 'algorithm', 'language', 'sn', 'space', 'probability', 'set', 'distribution', 'learning'], ['function', 'relaxation', 'rate', 'xi', 'bisubmodular', 'rule', 'input', 'set', 'algorithm', 'submodular'], ['gradient', 'process', 'model', 'gaussian', 'region', 'distribution', 'receptor', 'shrinkage', 'kx', 'heavytailed']]","[[0.024848253, 0.012817298, 0.012555516, 0.012279731, 0.0120275365, 0.010894485, 0.008887616, 0.008628751, 0.0081052305, 0.007843449], [0.030517623, 0.017722856, 0.017179728, 0.017049547, 0.011934225, 0.011054861, 0.010138251, 0.010034026, 0.008734243, 0.008611937], [0.021092508, 0.010772304, 0.008461811, 0.007383579, 0.006921481, 0.00692148, 0.00692148, 0.006767448, 0.006305349, 0.005997283], [0.02534351, 0.01327748, 0.0115302075, 0.010306256, 0.009401775, 0.008902171, 0.008382169, 0.0080331825, 0.007858329, 0.006984071], [0.016589353, 0.010771024, 0.009402006, 0.007519604, 0.007177349, 0.007177349, 0.0071773487, 0.0070062215, 0.0066639674, 0.0064928397], [0.0142719485, 0.010080507, 0.008683359, 0.008217644, 0.00759669, 0.0071309744, 0.0071309744, 0.0068204966, 0.006665258, 0.0063547813], [0.022703739, 0.021926682, 0.021236628, 0.019454999, 0.017508496, 0.014783395, 0.014686088, 0.014240003, 0.010994419, 0.009621649], [0.019088225, 0.009351876, 0.0076043247, 0.007354675, 0.0064808996, 0.006356075, 0.00623125, 0.00573195, 0.005607125, 0.005607125], [0.029268898, 0.011438735, 0.010841066, 0.008836749, 0.008489818, 0.007400341, 0.0073794755, 0.0065793646, 0.0060612974, 0.005887832], [0.014867082, 0.011789066, 0.009737054, 0.009737054, 0.00896755, 0.008198046, 0.006915538, 0.006659037, 0.0064025354, 0.0064025354]]"
