N,K,alpha,beta,ll,perplexity,coherence,topics,weights
2000,4,0.1,0.1,-2189671.75,2497.51123046875,0.473528552323943,"[['writes', 'year', 'new', 'state', 'need', 'said', 'key', 'day', 'government', 'gun'], ['like', 'know', 'think', 'use', 'way', 'work', 'question', 'bit', 'program', 'going'], ['edu', 'subject', 'organization', 'com', 'max', 'people', 'nntp', 'problem', 'good', 'window'], ['line', 'article', 'university', 'posting', 'time', 'host', 'right', 'thing', 'distribution', 'god']]","[[0.017356858, 0.008832658, 0.008755864, 0.006784802, 0.006196044, 0.0056200842, 0.005517692, 0.0050057275, 0.004416969, 0.0038666078], [0.013953166, 0.013524519, 0.012003512, 0.0092656985, 0.008145684, 0.007993584, 0.0062789945, 0.00598862, 0.0058503468, 0.0058365194], [0.046131834, 0.032732423, 0.029781273, 0.02657674, 0.017320862, 0.015919812, 0.012208518, 0.009823751, 0.009227559, 0.008601557], [0.030423814, 0.017855972, 0.012595948, 0.012555796, 0.012355031, 0.01125752, 0.008393283, 0.0071485452, 0.006907628, 0.0064793313]]"
2000,4,0.5,0.5,-2252983.25,3131.42626953125,0.46886220359851793,"[['writes', 'nntp', 'year', 'new', 'problem', 'good', 'work', 'reply', 'world', 'god'], ['max', 'people', 'like', 'university', 'time', 'think', 'right', 'way', 'thing', 'state'], ['edu', 'line', 'subject', 'organization', 'com', 'posting', 'host', 'know', 'use', 'thanks'], ['article', 'window', 'distribution', 'need', 'bit', 'car', 'law', 'file', 'help', 'information']]","[[0.01738757, 0.010504323, 0.008850805, 0.008735443, 0.008453448, 0.007927911, 0.007415193, 0.006441028, 0.0062103043, 0.0062103043], [0.010894063, 0.010013167, 0.009460264, 0.008823019, 0.008654337, 0.008138919, 0.0058804513, 0.0055243443, 0.005008926, 0.0049808123], [0.037725385, 0.027707532, 0.02676912, 0.02435606, 0.021735819, 0.011437659, 0.010255504, 0.008914915, 0.008171498, 0.0044178492], [0.017814355, 0.0077090967, 0.006814708, 0.006147254, 0.0056132902, 0.0053196107, 0.004932487, 0.0046788543, 0.0046788543, 0.0043851747]]"
2000,7,0.1,0.1,-2065088.375,1600.306884765625,0.45056217889219896,"[['people', 'posting', 'think', 'year', 'use', 'good', 'state', 'world', 'want', 'law'], ['com', 'bit', 'software', 'drive', 'card', 'mac', 'power', 'news', 'data', 'scsi'], ['edu', 'line', 'subject', 'organization', 'like', 'know', 'university', 'host', 'nntp', 'problem'], ['right', 'god', 'program', 'look', 'run', 'let', 'david', 'sure', 'science', 'opinion'], ['writes', 'article', 'window', 'new', 'distribution', 'file', 'information', 'available', 'version', 'read'], ['max', 'way', 'thing', 'said', 'going', 'believe', 'day', 'government', 'gun', 'armenian'], ['time', 'key', 'point', 'car', 'mean', 'group', 'do', 'space', 'long', 'great']]","[[0.02192571, 0.0192571, 0.017799627, 0.014166213, 0.0137351295, 0.012708741, 0.010902298, 0.009937493, 0.0094653545, 0.007720494], [0.049732942, 0.012079714, 0.008370173, 0.008286499, 0.008147043, 0.0075055435, 0.0068919356, 0.00655724, 0.0065014577, 0.006445675], [0.060005236, 0.04406898, 0.042576168, 0.038737506, 0.019563595, 0.018962592, 0.018245267, 0.01630655, 0.015880032, 0.012778085], [0.015611735, 0.012051732, 0.00884026, 0.0086411, 0.008392149, 0.0073216576, 0.007147392, 0.00679886, 0.0065250136, 0.006176482], [0.031655364, 0.03114182, 0.013471211, 0.01274758, 0.012047293, 0.008172364, 0.0077521913, 0.007285333, 0.007098589, 0.0064449864], [0.02690451, 0.013638626, 0.012365286, 0.010119578, 0.0097723035, 0.008637873, 0.008568419, 0.007943325, 0.006994108, 0.0066005304], [0.02353707, 0.010978521, 0.010544587, 0.010161704, 0.009395939, 0.00921726, 0.008145189, 0.0076857302, 0.007022067, 0.006052098]]"
2000,7,0.5,0.5,-2255988.0,3165.221923828125,0.5550046195218735,"[['edu', 'writes', 'com', 'nntp', 'car', 'space', 'nasa', 'read', 'gov', 'person'], ['organization', 'subject', 'article', 'host', 'opinion', 'post', 'org', 'got', 'maybe', 'research'], ['edu', 'window', 'university', 'com', 'line', 'subject', 'problem', 'file', 'version', 'drive'], ['posting', 'key', 'use', 'usa', 'access', 'technology', 'phone', 'message', 'chip', 'clipper'], ['bit', 'card', 'mac', 'ibm', 'apple', 'memory', 'monitor', 'hell', 'machine', 'video'], ['max', 'people', 'know', 'time', 'think', 'like', 'line', 'year', 'right', 'good'], ['line', 'reply', 'distribution', 'thanks', 'science', 'john', 'mail', 'book', 'apr', 'church']]","[[0.049283035, 0.027395183, 0.026425086, 0.016400732, 0.00801342, 0.005850908, 0.005183965, 0.004355339, 0.0042744977, 0.0035671338], [0.04018321, 0.03683377, 0.02666438, 0.016716942, 0.0050140736, 0.004933364, 0.0045499946, 0.0042271568, 0.0038841416, 0.0036420133], [0.011466612, 0.010211209, 0.009945982, 0.008372307, 0.0067279045, 0.0065687685, 0.0062858607, 0.006197452, 0.005313365, 0.0052603194], [0.020823387, 0.010075043, 0.0068921614, 0.00588833, 0.004713112, 0.0042234384, 0.004174471, 0.0038561828, 0.003342025, 0.0032930577], [0.009941867, 0.0088793775, 0.00769546, 0.0062686885, 0.004963344, 0.0043258504, 0.004022282, 0.0036579997, 0.0035669291, 0.0034758588], [0.009762796, 0.008939781, 0.0080663785, 0.007629677, 0.007276957, 0.007125791, 0.0054125777, 0.00540418, 0.00526981, 0.0050430615], [0.031545702, 0.0116353985, 0.008704441, 0.008098035, 0.0061777523, 0.0060008843, 0.005672415, 0.004813341, 0.004788074, 0.004383804]]"
2000,10,0.1,0.1,-2035040.0,1437.4075927734375,0.523408489873825,"[['max', 'key', 'attack', 'space', 'encryption', 'secret', 'mission', 'earth', 'war', 'south'], ['com', 'bit', 'software', 'card', 'mac', 'usa', 'work', 'list', 'mail', 'chip'], ['people', 'home', 'know', 'thought', 'israel', 'woman', 'heard', 'live', 'bike', 'place'], ['know', 'year', 'new', 'question', 'going', 'point', 'want', 'drive', 'long', 'game'], ['edu', 'line', 'subject', 'organization', 'posting', 'host', 'nntp', 'distribution', 'reply', 'need'], ['people', 'time', 'right', 'thing', 'god', 'case', 'gun', 'fact', 'life', 'course'], ['like', 'car', 'way', 'work', 'better', 'come', 'said', 'isn', 'maybe', 'sure'], ['use', 'window', 'like', 'program', 'number', 'file', 'available', 'information', 'support', 'data'], ['good', 'think', 'law', 'believe', 'mean', 'day', 'government', 'group', 'armenian', 'christian'], ['writes', 'article', 'edu', 'line', 'subject', 'organization', 'university', 'problem', 'world', 'think']]","[[0.04981674, 0.017065695, 0.007591898, 0.0074632945, 0.0052341656, 0.00514843, 0.0049340907, 0.0046340157, 0.0042482046, 0.004205337], [0.06215599, 0.013842266, 0.010182136, 0.010112419, 0.009345534, 0.009101525, 0.008857517, 0.008683224, 0.008195207, 0.008195207], [0.008806206, 0.0071614324, 0.0064946325, 0.006316819, 0.006316819, 0.006183459, 0.0060945526, 0.005516659, 0.005516659, 0.005427752], [0.02538864, 0.020659354, 0.018554058, 0.013794261, 0.012848403, 0.012482265, 0.010529527, 0.009064974, 0.007875025, 0.007722467], [0.05678957, 0.03567464, 0.03461889, 0.03308326, 0.030011997, 0.026844757, 0.02620491, 0.016159322, 0.015679438, 0.012032312], [0.026286611, 0.025440702, 0.01891512, 0.016135707, 0.014625157, 0.009398649, 0.009126751, 0.00825063, 0.007465144, 0.007253667], [0.021688586, 0.015122073, 0.014473056, 0.011495219, 0.010311719, 0.008631913, 0.008059251, 0.0077538323, 0.007257526, 0.00676122], [0.016106397, 0.013747366, 0.010618042, 0.010184751, 0.009221882, 0.008307155, 0.0074887164, 0.0071276403, 0.0065739905, 0.0055870498], [0.014908487, 0.014818694, 0.01122701, 0.011137217, 0.010778049, 0.010628396, 0.010119573, 0.009431167, 0.008533246, 0.008263869], [0.035681676, 0.035102814, 0.034734447, 0.030471904, 0.029314177, 0.025367381, 0.024578022, 0.017342227, 0.011106287, 0.0098170005]]"
2000,10,0.5,0.5,-2234168.5,2927.85009765625,0.4647234399742214,"[['writes', 'people', 'think', 'time', 'right', 'year', 'way', 'thing', 'know', 'gun'], ['com', 'posting', 'nntp', 'host', 'bit', 'reply', 'drive', 'card', 'use', 'mac'], ['child', 'colorado', 'insurance', 'health', 'use', 'dog', 'point', 'sex', 'columbia', 'pain'], ['window', 'armenian', 'file', 'available', 'com', 'program', 'edu', 'version', 'mit', 'problem'], ['max', 'god', 'said', 'law', 'good', 'group', 'president', 'church', 'person', 'man'], ['do', 'window', 'thanks', 'pitt', 'food', 'administration', 'program', 'msg', 'bank', 'gordon'], ['com', 'posting', 'space', 'host', 'nasa', 'good', 'nntp', 'science', 'work', 'gov'], ['player', 'south', 'war', 'nuclear', 'washington', 'hockey', 'navy', 'team', 'georgia', 'island'], ['like', 'problem', 'key', 'going', 'car', 'question', 'believe', 'mean', 'come', 'point'], ['edu', 'line', 'subject', 'organization', 'article', 'university', 'new', 'know', 'distribution', 'want']]","[[0.019260395, 0.015000816, 0.012288884, 0.012118502, 0.00879603, 0.00798671, 0.007873122, 0.0073761707, 0.006226084, 0.004280877], [0.024828242, 0.014146189, 0.013149816, 0.012987615, 0.0073801167, 0.007217916, 0.006731315, 0.0066618007, 0.0064532575, 0.005897142], [0.0049711, 0.0046340763, 0.0038589218, 0.003050065, 0.0029826602, 0.002881553, 0.0027130411, 0.002611934, 0.0024771246, 0.002443422], [0.008519138, 0.0061437134, 0.0054526804, 0.004826432, 0.0047832425, 0.0044809156, 0.0043513468, 0.0043081576, 0.004156994, 0.003941046], [0.024864167, 0.010360966, 0.007929421, 0.007585131, 0.007563613, 0.0053257304, 0.0040131263, 0.0036903545, 0.0036473183, 0.0036473183], [0.009800786, 0.006753325, 0.006151357, 0.004646438, 0.0045335693, 0.0036682405, 0.0034425026, 0.0032920109, 0.0030286498, 0.002991027], [0.010991736, 0.0070008906, 0.006301929, 0.0060313633, 0.0057833446, 0.0056480616, 0.005602967, 0.00558042, 0.004114855, 0.004092308], [0.0037709975, 0.0031214477, 0.0030853616, 0.0030853616, 0.0030492756, 0.0030131894, 0.002904931, 0.0026523285, 0.0026523285, 0.0025440701], [0.0188389, 0.010642084, 0.009700713, 0.009287428, 0.009103746, 0.008736381, 0.008552699, 0.008116455, 0.0071521234, 0.006624037], [0.051557224, 0.039373726, 0.03666628, 0.03559755, 0.023627797, 0.016734501, 0.010375569, 0.009502774, 0.0081668645, 0.008042179]]"
2000,13,0.1,0.1,-2053736.125,1536.6995849609375,0.5489647732685148,"[['god', 'time', 'way', 'right', 'new', 'work', 'good', 'christian', 'come', 'mean'], ['government', 'think', 'going', 'day', 'point', 'look', 'year', 'time', 'said', 'state'], ['know', 'like', 'com', 'gun', 'want', 'need', 'time', 'got', 'org', 'reply'], ['like', 'know', 'com', 'line', 'run', 'team', 'window', 'win', 'non', 'play'], ['car', 'year', 'good', 'game', 'child', 'read', 'point', 'little', 'bad', 'moral'], ['edu', 'subject', 'line', 'writes', 'article', 'reply', 'distribution', 'right', 'university', 'thanks'], ['window', 'com', 'file', 'use', 'program', 'software', 'version', 'edu', 'available', 'subject'], ['max', 'bit', 'drive', 'scsi', 'mac', 'ibm', 'monitor', 'hard', 'mode', 'chip'], ['edu', 'line', 'organization', 'subject', 'posting', 'host', 'nntp', 'article', 'writes', 'com'], ['people', 'problem', 'organization', 'think', 'thing', 'better', 'use', 'let', 'case', 'state'], ['key', 'encryption', 'clipper', 'message', 'chip', 'security', 'attack', 'bit', 'john', 'algorithm'], ['believe', 'course', 'question', 'fact', 'church', 'different', 'human', 'israeli', 'israel', 'belief'], ['armenian', 'space', 'said', 'say', 'john', 'woman', 'earth', 'mission', 'law', 'place']]","[[0.013756674, 0.012048124, 0.011564035, 0.011108422, 0.01036805, 0.0094853, 0.0094853, 0.00811846, 0.0073211365, 0.0072357086], [0.009568964, 0.009150619, 0.008704383, 0.007784022, 0.007784022, 0.007477235, 0.0074493457, 0.007226228, 0.007198338, 0.007086779], [0.024466826, 0.01931679, 0.015828056, 0.012546984, 0.012131658, 0.010096563, 0.00905825, 0.00889212, 0.008767522, 0.007895338], [0.02615046, 0.021690777, 0.0151127465, 0.014722524, 0.011600748, 0.009984112, 0.009370906, 0.009203669, 0.007977256, 0.007308304], [0.020355096, 0.012800946, 0.012441224, 0.0116190035, 0.010848172, 0.00545235, 0.0052467943, 0.005195406, 0.0048356843, 0.004681518], [0.03983841, 0.031664982, 0.026826689, 0.026309978, 0.024994714, 0.014331682, 0.011325364, 0.0109965475, 0.010855626, 0.0075674662], [0.011798296, 0.010356314, 0.009952559, 0.008770134, 0.008251021, 0.008164502, 0.007847265, 0.007789586, 0.007414671, 0.007010916], [0.06728479, 0.015825922, 0.014261293, 0.013392055, 0.012059225, 0.010320749, 0.007191493, 0.007133544, 0.006843798, 0.006843798], [0.06090412, 0.044300348, 0.043068156, 0.039402388, 0.028343473, 0.025786676, 0.025139775, 0.02470851, 0.024523681, 0.023784366], [0.037586972, 0.023315242, 0.021322181, 0.01922235, 0.018724086, 0.011321292, 0.010965388, 0.010040039, 0.009968858, 0.00808257], [0.026453169, 0.008341429, 0.008278758, 0.007902736, 0.007714724, 0.007213361, 0.006398646, 0.006210635, 0.0060852943, 0.0058346125], [0.012596991, 0.01143725, 0.009835704, 0.009780478, 0.0095595755, 0.008952092, 0.008344609, 0.0080684805, 0.007847577, 0.0074057714], [0.014419746, 0.012396632, 0.00915965, 0.007996359, 0.006883646, 0.006630757, 0.0061755558, 0.0058215107, 0.0052145766, 0.0050628427]]"
2000,13,0.5,0.5,-2266113.0,3281.816162109375,0.5723183309363882,"[['ibm', 'henry', 'rbi', 'watson', 'disclaimer', 'slave', 'file', 'toronto', 'spencer', 'sox'], ['colorado', 'cub', 'keith', 'suck', 'tyre', 'magnus', 'newton', 'neck', 'captain', 'upenn'], ['window', 'university', 'bit', 'card', 'drive', 'article', 'mac', 'problem', 'use', 'scsi'], ['article', 'time', 'university', 'god', 'new', 'right', 'way', 'law', 'state', 'point'], ['window', 'file', 'edu', 'available', 'mit', 'motif', 'sun', 'program', 'version', 'com'], ['nasa', 'space', 'gov', 'mission', 'probe', 'orbit', 'earth', 'moon', 'lunar', 'mar'], ['key', 'clipper', 'chip', 'pt', 'encryption', 'phone', 'security', 'algorithm', 'escrow', 'communication'], ['max', 'giz', 'bhj', 'dog', 'ryan', 'cousineau', 'gld', 'qax', 'canada', 'cunixb'], ['edu', 'line', 'subject', 'organization', 'com', 'writes', 'host', 'nntp', 'know', 'reply'], ['people', 'think', 'like', 'good', 'year', 'know', 'said', 'going', 'posting', 'day'], ['armenian', 'key', 'unit', 'turkish', 'attack', 'turk', 'cross', 'cramer', 'armenia', 'genocide'], ['car', 'posting', 'do', 'usa', 'mail', 'mike', 'pitt', 'cwru', 'cleveland', 'bank'], ['team', 'player', 'game', 'win', 'play', 'toronto', 'nhl', 'hockey', 'season', 'division']]","[[0.0029193687, 0.0018859638, 0.0016276126, 0.0015242721, 0.0014209317, 0.0013175912, 0.00105924, 0.00080088875, 0.00069754827, 0.00069754827], [0.0027576608, 0.0027576608, 0.0027061158, 0.0020875752, 0.00203603, 0.0015721244, 0.0014174893, 0.001211309, 0.0011597639, 0.0010566738], [0.0062002656, 0.0060604853, 0.0060604853, 0.005501363, 0.0054015196, 0.0052617393, 0.0051419274, 0.0048024603, 0.0046626795, 0.004622742], [0.010388207, 0.0058192485, 0.005695763, 0.0049754316, 0.004409457, 0.0042551, 0.0041213245, 0.003833192, 0.003534769, 0.0034524454], [0.0070461887, 0.0059013534, 0.005437968, 0.0053561935, 0.0050290977, 0.00459297, 0.0043476485, 0.0039115204, 0.0038842626, 0.0038297467], [0.008827457, 0.00834186, 0.0062954165, 0.0035552627, 0.0033124643, 0.0030696657, 0.0028615529, 0.002722811, 0.002375956, 0.002306585], [0.00844554, 0.0058704144, 0.0048665516, 0.0048229056, 0.004648321, 0.0045610284, 0.003426227, 0.002989765, 0.002771534, 0.0022914256], [0.054811787, 0.0046370057, 0.0043992107, 0.0040187384, 0.0026870854, 0.0014981095, 0.0013554324, 0.0013554324, 0.0012603144, 0.0012603144], [0.061655864, 0.047181156, 0.044201072, 0.04245559, 0.034898944, 0.028853625, 0.017806018, 0.01744415, 0.010483519, 0.010377088], [0.016007466, 0.013513408, 0.011536984, 0.008917437, 0.007631193, 0.0075684492, 0.0068939556, 0.006486122, 0.0063763205, 0.005670455], [0.010227423, 0.0069002025, 0.0030058415, 0.0028546043, 0.0027789855, 0.0027411762, 0.002476511, 0.002136227, 0.002022799, 0.002022799], [0.013970378, 0.00751075, 0.0061729574, 0.0055231727, 0.004720497, 0.004414716, 0.004147157, 0.0039942665, 0.0035738174, 0.0033444816], [0.006047053, 0.004677909, 0.004312804, 0.0026698308, 0.0025785547, 0.0021678114, 0.0020765353, 0.002030897, 0.002030897, 0.0018027064]]"
